iter	MultiClass
581	0.04319228649
582	0.04309195409
583	0.0430284686
584	0.04295911183
585	0.04288931813
586	0.04282713955
587	0.04276258271
588	0.04269997835
589	0.04258472659
590	0.0424851616
591	0.04238406344
592	0.04233458769
593	0.0423012501
594	0.04221020133
595	0.04212152188
596	0.04200727518
597	0.04192144418
598	0.04180701616
599	0.04174635857
600	0.04165167625
601	0.04160011069
602	0.04153169956
603	0.04142888549
604	0.04137744888
605	0.04135242623
606	0.04129092704
607	0.0412722773
608	0.04114409354
609	0.04101934997
610	0.04094667592
611	0.04090487599
612	0.04083287908
613	0.04074842377
614	0.0406871757
615	0.04063879843
616	0.04060253416
617	0.04051395972
618	0.04043578571
619	0.04036133398
620	0.0402724316
621	0.04020070274
622	0.0401738483
623	0.04009523461
624	0.04000764449
625	0.03996850794
626	0.0398874481
627	0.03980809068
628	0.03975834256
629	0.03969410284
630	0.03961977663
631	0.03956715338
632	0.03953177946
633	0.03946608527
634	0.03938950529
635	0.03930313913
636	0.03923815717
637	0.03916740775
638	0.03913318066
639	0.03910877823
640	0.03904607808
641	0.03898363828
642	0.03890519901
643	0.03881022917
644	0.03877530864
645	0.03874079087
646	0.03868166538
647	0.03858361466
648	0.03848741237
649	0.0384459368
650	0.03836306447
651	0.03824886644
652	0.03819120048
653	0.03815350782
654	0.03811334408
655	0.03803740305
656	0.03795022693
657	0.03785037675
658	0.03777480507
659	0.03771430402
660	0.03765277943
661	0.03759558536
662	0.03754026457
663	0.03748004991
664	0.03736225857
665	0.03727541637
666	0.03715529652
667	0.03709941398
668	0.03702618869
669	0.03696507685
670	0.03686823822
671	0.03682416713
672	0.03674576355
673	0.03672644605
674	0.03666003113
675	0.03659814184
676	0.03657402042
677	0.03652892536
678	0.03645598384
679	0.03640875337
680	0.03634718845
681	0.03628491143
682	0.03626056268
683	0.03621198244
684	0.03615866328
685	0.03610609022
686	0.03608247127
687	0.03605195174
688	0.03600228348
689	0.03595420551
690	0.03588641328
691	0.03583001029
692	0.03576696107
693	0.03565325624
694	0.03560487868
695	0.03554111064
696	0.03547607105
697	0.03541424327
698	0.03537794309
699	0.03532824386
700	0.03525614294
701	0.03520410936
702	0.03515395314
703	0.03509769282
704	0.03504828738
705	0.03500648031
706	0.03495142639
707	0.0349129139
708	0.03486851437
709	0.03483852377
710	0.03478832398
711	0.03465044987
712	0.03463703415
713	0.03460329034
714	0.03453613835
715	0.03445596848
716	0.03440892399
717	0.03437155584
718	0.03432535863
719	0.03426514301
720	0.03417472997
721	0.03412598233
722	0.03404764816
723	0.03398646355
724	0.0339647949
725	0.0339200098
726	0.03386288064
727	0.03382076205
728	0.03375591234
729	0.03369492507
730	0.03362798394
731	0.03358446099
732	0.03353546201
733	0.03345106288
734	0.03341360837
735	0.03335093385
736	0.03329693113
737	0.03324797239
738	0.03319851873
739	0.0331811179
740	0.03314956149
741	0.0330641143
742	0.03302394911
743	0.03297610572
744	0.03294434126
745	0.03291024665
746	0.03286468897
747	0.0328333683
748	0.03279657634
749	0.03273762022
750	0.03269190338
751	0.03266166922
752	0.03261932135
753	0.03257751694
754	0.03252229674
755	0.03249699702
756	0.03247067245
757	0.03241293275
758	0.03236473644
759	0.03230366071
760	0.03228309884
761	0.03223083855
762	0.03219093198
763	0.03211043112
764	0.03207206636
765	0.03202709252
766	0.0319610586
767	0.03193588234
768	0.03189864519
769	0.03183774762
770	0.03180621168
771	0.03174095361
772	0.03166404541
773	0.03160178781
774	0.03156136724
775	0.03152065206
776	0.03146678921
777	0.03142131708
778	0.03138465478
779	0.03135388582
780	0.03133511526
781	0.03129687116
782	0.0312486621
783	0.03121566908
784	0.03119016536
785	0.03115207914
786	0.03110355673
787	0.03106531392
788	0.03102858308
789	0.03101170954
790	0.03097776649
791	0.03094917436
792	0.03091309466
793	0.03088934903
794	0.0308516538
795	0.03082289578
796	0.03078584785
797	0.03076258064
798	0.03071818125
799	0.03066359283
800	0.03061616139
801	0.03055165872
802	0.03050195333
803	0.03044803974
804	0.0304203372
805	0.0303131395
806	0.03029909467
807	0.03027815316
808	0.0302615688
809	0.03017283683
810	0.03014391285
811	0.03009392735
812	0.0300146514
813	0.02996901014
814	0.02994911859
815	0.02992019738
816	0.02988495881
817	0.02986766836
818	0.02980753166
819	0.02974511922
820	0.0297103328
821	0.02965071151
822	0.02961991359
823	0.02959269986
824	0.02955438301
825	0.0295282429
826	0.02950471754
827	0.02946125536
828	0.02938108123
829	0.02934544415
830	0.02931915292
831	0.0292614899
832	0.02921927789
833	0.02917619314
834	0.02913520178
835	0.02911171915
836	0.02907043939
837	0.02904453079
838	0.02900592982
839	0.02896930533
840	0.0289168631
841	0.02886910802
842	0.02884833359
843	0.02881164792
844	0.02877137167
845	0.0287438247
846	0.02870126616
847	0.02862708022
848	0.02857740988
849	0.02856787351
850	0.0285079637
851	0.02847252741
852	0.02842454613
853	0.02839222886
854	0.02834319035
855	0.02828432481
856	0.02825640671
857	0.02820660535
858	0.02814872814
859	0.02812112424
860	0.02808534018
861	0.0280425271
862	0.02802326136
863	0.0280014402
864	0.02797058056
865	0.02793661878
866	0.0278831443
867	0.02783327931
868	0.02779076787
869	0.0277561837
870	0.02770518035
871	0.02767687962
872	0.02766108786
873	0.02761864343
874	0.02757895065
875	0.02754077481
876	0.02753411305
877	0.02748511353
878	0.02745318216
879	0.02742433995
880	0.02739092671
881	0.02734759845
882	0.02729423206
883	0.02727163142
884	0.02724279658
885	0.02718711553
886	0.02715680524
887	0.02711752752
888	0.02706629246
889	0.02702643947
890	0.02699095725
891	0.02695808241
892	0.0268932666
893	0.02685662183
894	0.02682501543
895	0.0268040357
896	0.0267537881
897	0.02672455455
898	0.02670954621
899	0.02667592964
900	0.02663880445
901	0.02662579165
902	0.02658286365
903	0.02653703506
904	0.02650114642
905	0.02647757409
906	0.02645158996
907	0.02642829525
908	0.02641536475
909	0.02638013584
910	0.0263529385
911	0.02633407597
912	0.0263040505
913	0.02627333031
914	0.02624775761
915	0.02623080316
916	0.02620129089
917	0.02617249804
918	0.02613702787
919	0.02611759351
920	0.02609784803
921	0.02606948757
922	0.02604495605
923	0.0260146804
924	0.02594783798
925	0.02590018076
926	0.02588243757
927	0.02584059134
928	0.02581304282
929	0.02580436865
930	0.025740108
931	0.02570479308
932	0.02567273518
933	0.02562333061
934	0.02559132387
935	0.02557133183
936	0.02554137994
937	0.02551796045
938	0.02549847876
939	0.02545420062
940	0.02540357192
941	0.02537448229
942	0.02535936231
943	0.02531800134
944	0.02529284604
945	0.02523377546
946	0.02517153247
947	0.02514356239
948	0.02511723781
949	0.02508422766
950	0.02506878684
951	0.02504641371
952	0.0250102581
953	0.02498415041
954	0.0249619771
955	0.02492792973
956	0.0248958474
957	0.02487450395
958	0.02484352893
959	0.02480164133
960	0.02477175658
961	0.02473979071
962	0.02470443778
963	0.0246633055
964	0.02462171091
965	0.02460523625
966	0.02452628918
967	0.0244904097
968	0.02446715649
969	0.02441336477
970	0.02438831095
971	0.02436262193
972	0.02434333992
973	0.02430698272
974	0.02429711482
975	0.02426805574
976	0.02421563755
977	0.02419516484
978	0.02416273679
979	0.02411399314
980	0.02408566432
981	0.02407148294
982	0.02403247777
983	0.02401163925
984	0.02398193653
985	0.0239671118
986	0.02392438925
987	0.02390268061
988	0.02388072286
989	0.02380110094
990	0.0237694556
991	0.02372324576
992	0.02369642491
993	0.02367613225
994	0.02362561938
995	0.02358071725
996	0.02355186203
997	0.02352725927
998	0.0235042756
999	0.02347478644
